crop_path                                                                       , digit, rotation_deg, source_crop_path
data\bead_crops\from_video_dedup\augmented\C0021_frame005775_tag1_bead0_aug0.jpg,     8,        358.6, data\bead_crops\from_video_dedup\C0021_frame005775_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame006000_tag1_bead0_aug0.jpg,     8,          1.4, data\bead_crops\from_video_dedup\C0021_frame006000_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007125_tag0_bead0_aug0.jpg,     8,        356.6, data\bead_crops\from_video_dedup\C0021_frame007125_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame006925_tag0_bead0_aug0.jpg,     8,         12.1, data\bead_crops\from_video_dedup\C0021_frame006925_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007150_tag0_bead0_aug0.jpg,     8,        346.6, data\bead_crops\from_video_dedup\C0021_frame007150_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007350_tag0_bead0_aug0.jpg,     8,        349.8, data\bead_crops\from_video_dedup\C0021_frame007350_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007600_tag1_bead0_aug0.jpg,     8,         11.4, data\bead_crops\from_video_dedup\C0021_frame007600_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007700_tag1_bead1_aug0.jpg,     8,          5.8, data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007775_tag0_bead0_aug0.jpg,     8,          4.7, data\bead_crops\from_video_dedup\C0021_frame007775_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007875_tag0_bead0_aug0.jpg,     8,          8.4, data\bead_crops\from_video_dedup\C0021_frame007875_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame007950_tag0_bead0_aug0.jpg,     8,         12.4, data\bead_crops\from_video_dedup\C0021_frame007950_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame008025_tag0_bead0_aug0.jpg,     8,        357.3, data\bead_crops\from_video_dedup\C0021_frame008025_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame008175_tag0_bead0_aug0.jpg,     8,        345.5, data\bead_crops\from_video_dedup\C0021_frame008175_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame008350_tag0_bead1_aug0.jpg,     8,          4.1, data\bead_crops\from_video_dedup\C0021_frame008350_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame008375_tag0_bead0_aug0.jpg,     8,        354.0, data\bead_crops\from_video_dedup\C0021_frame008375_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000950_tag1_bead0_aug0.jpg,     8,        345.0, data\bead_crops\from_video_dedup\C0023_frame000950_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000925_tag1_bead0_aug0.jpg,     8,        352.8, data\bead_crops\from_video_dedup\C0023_frame000925_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001125_tag0_bead0_aug0.jpg,     8,          6.7, data\bead_crops\from_video_dedup\C0023_frame001125_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001350_tag1_bead0_aug0.jpg,     8,        348.1, data\bead_crops\from_video_dedup\C0023_frame001350_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001500_tag0_bead1_aug0.jpg,     8,          5.5, data\bead_crops\from_video_dedup\C0023_frame001500_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001575_tag3_bead1_aug0.jpg,     8,        350.0, data\bead_crops\from_video_dedup\C0023_frame001575_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001725_tag2_bead1_aug0.jpg,     8,        348.0, data\bead_crops\from_video_dedup\C0023_frame001725_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001775_tag2_bead1_aug0.jpg,     8,        351.9, data\bead_crops\from_video_dedup\C0023_frame001775_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002325_tag2_bead1_aug0.jpg,     8,          2.7, data\bead_crops\from_video_dedup\C0023_frame002325_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002050_tag2_bead1_aug0.jpg,     8,        359.2, data\bead_crops\from_video_dedup\C0023_frame002050_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002875_tag0_bead2_aug0.jpg,     8,        352.6, data\bead_crops\from_video_dedup\C0023_frame002875_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002925_tag4_bead1_aug0.jpg,     8,        354.7, data\bead_crops\from_video_dedup\C0023_frame002925_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002975_tag2_bead1_aug0.jpg,     8,          5.3, data\bead_crops\from_video_dedup\C0023_frame002975_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003725_tag1_bead3_aug0.jpg,     8,        350.5, data\bead_crops\from_video_dedup\C0023_frame003725_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003650_tag1_bead1_aug0.jpg,     8,        346.0, data\bead_crops\from_video_dedup\C0023_frame003650_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004025_tag2_bead3_aug0.jpg,     8,        350.9, data\bead_crops\from_video_dedup\C0023_frame004025_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004075_tag2_bead3_aug0.jpg,     8,          3.4, data\bead_crops\from_video_dedup\C0023_frame004075_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004100_tag0_bead1_aug0.jpg,     8,        355.3, data\bead_crops\from_video_dedup\C0023_frame004100_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004175_tag1_bead4_aug0.jpg,     8,         11.6, data\bead_crops\from_video_dedup\C0023_frame004175_tag1_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004200_tag1_bead2_aug0.jpg,     8,        347.6, data\bead_crops\from_video_dedup\C0023_frame004200_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004225_tag4_bead4_aug0.jpg,     8,          4.2, data\bead_crops\from_video_dedup\C0023_frame004225_tag4_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004250_tag3_bead3_aug0.jpg,     8,          4.1, data\bead_crops\from_video_dedup\C0023_frame004250_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004275_tag4_bead1_aug0.jpg,     8,          6.4, data\bead_crops\from_video_dedup\C0023_frame004275_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004300_tag3_bead3_aug0.jpg,     8,          3.0, data\bead_crops\from_video_dedup\C0023_frame004300_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004350_tag2_bead2_aug0.jpg,     8,          4.4, data\bead_crops\from_video_dedup\C0023_frame004350_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004450_tag3_bead0_aug0.jpg,     8,          5.5, data\bead_crops\from_video_dedup\C0023_frame004450_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006125_tag3_bead3_aug0.jpg,     8,          9.7, data\bead_crops\from_video_dedup\C0023_frame006125_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006150_tag3_bead3_aug0.jpg,     8,        346.0, data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006200_tag1_bead3_aug0.jpg,     8,         12.5, data\bead_crops\from_video_dedup\C0023_frame006200_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006225_tag1_bead3_aug0.jpg,     8,        349.8, data\bead_crops\from_video_dedup\C0023_frame006225_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006250_tag2_bead3_aug0.jpg,     8,          7.0, data\bead_crops\from_video_dedup\C0023_frame006250_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006275_tag3_bead1_aug0.jpg,     8,        347.0, data\bead_crops\from_video_dedup\C0023_frame006275_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006300_tag0_bead2_aug0.jpg,     8,        358.6, data\bead_crops\from_video_dedup\C0023_frame006300_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006350_tag4_bead0_aug0.jpg,     8,        346.3, data\bead_crops\from_video_dedup\C0023_frame006350_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006375_tag1_bead1_aug0.jpg,     8,          3.7, data\bead_crops\from_video_dedup\C0023_frame006375_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006400_tag2_bead2_aug0.jpg,     8,          2.6, data\bead_crops\from_video_dedup\C0023_frame006400_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006425_tag2_bead2_aug0.jpg,     8,          3.2, data\bead_crops\from_video_dedup\C0023_frame006425_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006450_tag0_bead0_aug0.jpg,     8,        348.5, data\bead_crops\from_video_dedup\C0023_frame006450_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006500_tag2_bead1_aug0.jpg,     8,          1.2, data\bead_crops\from_video_dedup\C0023_frame006500_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006525_tag2_bead1_aug0.jpg,     8,        347.4, data\bead_crops\from_video_dedup\C0023_frame006525_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006700_tag5_bead0_aug0.jpg,     8,         11.9, data\bead_crops\from_video_dedup\C0023_frame006700_tag5_bead0.jpg
