crop_path,pred_text,score
data\bead_crops\from_video_dedup\C0025_frame000275_tag1_bead0.jpg,®,0.2476
data\bead_crops\from_video_dedup\C0025_frame000275_tag1_bead1.jpg,®,0.1681
data\bead_crops\from_video_dedup\C0025_frame000275_tag1_bead2.jpg,®,0.2804
data\bead_crops\from_video_dedup\C0025_frame000275_tag1_bead3.jpg,®,0.1324
data\bead_crops\from_video_dedup\C0025_frame000275_tag1_bead4.jpg,A,0.1055
data\bead_crops\from_video_dedup\C0025_frame000300_tag4_bead0.jpg,®,0.1553
data\bead_crops\from_video_dedup\C0025_frame000300_tag5_bead0.jpg,O,0.1399
data\bead_crops\from_video_dedup\C0025_frame000325_tag3_bead1.jpg,?,0.2982
data\bead_crops\from_video_dedup\C0025_frame000300_tag5_bead3.jpg,®,0.1955
data\bead_crops\from_video_dedup\C0025_frame000325_tag3_bead4.jpg,R,0.0812
data\bead_crops\from_video_dedup\C0025_frame000325_tag3_bead0.jpg,®,0.4693
data\bead_crops\from_video_dedup\C0025_frame000350_tag4_bead0.jpg,?,0.1321
data\bead_crops\from_video_dedup\C0025_frame000350_tag4_bead1.jpg,6,0.1346
data\bead_crops\from_video_dedup\C0025_frame000475_tag5_bead2.jpg,Q,0.1974
data\bead_crops\from_video_dedup\C0025_frame000350_tag1_bead1.jpg,?,0.2752
data\bead_crops\from_video_dedup\C0025_frame000350_tag1_bead3.jpg,®,0.1896
data\bead_crops\from_video_dedup\C0025_frame000725_tag1_bead0.jpg,0,0.2743
data\bead_crops\from_video_dedup\C0025_frame000350_tag4_bead2.jpg,®,0.1836
data\bead_crops\from_video_dedup\C0025_frame000650_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame000375_tag3_bead3.jpg,®,0.2202
data\bead_crops\from_video_dedup\C0025_frame000375_tag3_bead4.jpg,R,0.1462
data\bead_crops\from_video_dedup\C0025_frame000400_tag1_bead0.jpg,®,0.4951
data\bead_crops\from_video_dedup\C0025_frame000500_tag2_bead1.jpg,?,0.2634
data\bead_crops\from_video_dedup\C0025_frame000500_tag2_bead2.jpg,G,0.1098
data\bead_crops\from_video_dedup\C0025_frame000500_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame000500_tag2_bead3.jpg,6,0.345
data\bead_crops\from_video_dedup\C0025_frame000500_tag2_bead0.jpg,®,0.4186
data\bead_crops\from_video_dedup\C0025_frame000575_tag1_bead1.jpg,®,0.2601
data\bead_crops\from_video_dedup\C0025_frame000575_tag1_bead0.jpg,®,0.1455
data\bead_crops\from_video_dedup\C0025_frame000575_tag1_bead2.jpg,?,0.1706
data\bead_crops\from_video_dedup\C0025_frame000575_tag1_bead4.jpg,A,0.1631
data\bead_crops\from_video_dedup\C0025_frame000525_tag2_bead2.jpg,O,0.2531
data\bead_crops\from_video_dedup\C0025_frame000575_tag1_bead3.jpg,6,0.1234
data\bead_crops\from_video_dedup\C0025_frame000900_tag1_bead0.jpg,®,0.2255
data\bead_crops\from_video_dedup\C0025_frame000750_tag0_bead1.jpg,?,0.4029
data\bead_crops\from_video_dedup\C0025_frame000675_tag0_bead2.jpg,0,0.7488
data\bead_crops\from_video_dedup\C0025_frame000675_tag0_bead3.jpg,0,0.2054
data\bead_crops\from_video_dedup\C0025_frame000775_tag4_bead1.jpg,?,0.4093
data\bead_crops\from_video_dedup\C0025_frame000675_tag1_bead0.jpg,0,0.2616
data\bead_crops\from_video_dedup\C0025_frame000675_tag2_bead0.jpg,0,0.1347
data\bead_crops\from_video_dedup\C0025_frame000675_tag2_bead1.jpg,0,0.1043
data\bead_crops\from_video_dedup\C0025_frame000675_tag2_bead2.jpg,Q,0.3144
data\bead_crops\from_video_dedup\C0025_frame000950_tag1_bead0.jpg,®,0.2001
data\bead_crops\from_video_dedup\C0025_frame000750_tag0_bead2.jpg,0,0.6846
data\bead_crops\from_video_dedup\C0025_frame000700_tag1_bead2.jpg,0,0.2501
data\bead_crops\from_video_dedup\C0025_frame000725_tag0_bead3.jpg,8,0.1954
data\bead_crops\from_video_dedup\C0025_frame000750_tag0_bead0.jpg,4,0.2274
data\bead_crops\from_video_dedup\C0025_frame000750_tag0_bead3.jpg,80,0.4971
data\bead_crops\from_video_dedup\C0025_frame000925_tag1_bead1.jpg,®,0.2506
data\bead_crops\from_video_dedup\C0025_frame000900_tag3_bead0.jpg,0,0.1512
data\bead_crops\from_video_dedup\C0025_frame000775_tag2_bead1.jpg,®,0.2127
data\bead_crops\from_video_dedup\C0025_frame000775_tag2_bead2.jpg,6,0.2629
data\bead_crops\from_video_dedup\C0025_frame000775_tag4_bead2.jpg,0,0.5634
data\bead_crops\from_video_dedup\C0025_frame000925_tag0_bead1.jpg,?,0.4059
data\bead_crops\from_video_dedup\C0025_frame000800_tag4_bead3.jpg,80,0.3113
data\bead_crops\from_video_dedup\C0025_frame000900_tag1_bead1.jpg,?,0.1477
data\bead_crops\from_video_dedup\C0025_frame000900_tag1_bead3.jpg,O,0.0673
data\bead_crops\from_video_dedup\C0025_frame000925_tag1_bead3.jpg,A,0.3502
data\bead_crops\from_video_dedup\C0025_frame000875_tag0_bead2.jpg,0,0.6444
data\bead_crops\from_video_dedup\C0025_frame000875_tag0_bead3.jpg,0,0.2435
data\bead_crops\from_video_dedup\C0025_frame000875_tag0_bead4.jpg,0,0.7306
data\bead_crops\from_video_dedup\C0025_frame000925_tag0_bead2.jpg,0,0.6287
data\bead_crops\from_video_dedup\C0025_frame000900_tag0_bead3.jpg,00,0.2705
data\bead_crops\from_video_dedup\C0025_frame000950_tag1_bead1.jpg,®,0.1742
data\bead_crops\from_video_dedup\C0025_frame000900_tag3_bead1.jpg,6,0.2755
data\bead_crops\from_video_dedup\C0025_frame000925_tag3_bead2.jpg,®,0.3085
data\bead_crops\from_video_dedup\C0025_frame000925_tag1_bead2.jpg,?,0.2427
data\bead_crops\from_video_dedup\C0025_frame000925_tag3_bead0.jpg,0,0.1553
data\bead_crops\from_video_dedup\C0025_frame000925_tag3_bead1.jpg,0,0.1393
data\bead_crops\from_video_dedup\C0025_frame000925_tag3_bead3.jpg,C,0.2616
data\bead_crops\from_video_dedup\C0025_frame001050_tag3_bead0.jpg,4,0.6099
data\bead_crops\from_video_dedup\C0025_frame001050_tag0_bead4.jpg,a,0.4064
data\bead_crops\from_video_dedup\C0025_frame000975_tag0_bead1.jpg,0,0.5105
data\bead_crops\from_video_dedup\C0025_frame001000_tag4_bead3.jpg,0,0.2773
data\bead_crops\from_video_dedup\C0025_frame001050_tag3_bead1.jpg,?,0.4819
data\bead_crops\from_video_dedup\C0025_frame000975_tag2_bead0.jpg,®,0.272
data\bead_crops\from_video_dedup\C0025_frame001025_tag0_bead0.jpg,®,0.3042
data\bead_crops\from_video_dedup\C0025_frame001125_tag0_bead2.jpg,®,0.2371
data\bead_crops\from_video_dedup\C0025_frame001050_tag0_bead3.jpg,®,0.0896
data\bead_crops\from_video_dedup\C0025_frame001150_tag1_bead1.jpg,③,0.2617
data\bead_crops\from_video_dedup\C0025_frame001050_tag1_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001050_tag1_bead2.jpg,O,0.3255
data\bead_crops\from_video_dedup\C0025_frame001050_tag1_bead4.jpg,A,0.1345
data\bead_crops\from_video_dedup\C0025_frame001050_tag3_bead2.jpg,0,0.303
data\bead_crops\from_video_dedup\C0025_frame001050_tag4_bead0.jpg,®,0.0905
data\bead_crops\from_video_dedup\C0025_frame001050_tag4_bead1.jpg,®,0.1487
data\bead_crops\from_video_dedup\C0025_frame001050_tag4_bead2.jpg,o,0.1257
data\bead_crops\from_video_dedup\C0025_frame001050_tag4_bead3.jpg,C,0.0764
data\bead_crops\from_video_dedup\C0025_frame001075_tag0_bead0.jpg,4,0.7316
data\bead_crops\from_video_dedup\C0025_frame001075_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001150_tag1_bead2.jpg,3,0.1596
data\bead_crops\from_video_dedup\C0025_frame001150_tag1_bead4.jpg,A,0.4523
data\bead_crops\from_video_dedup\C0025_frame001100_tag2_bead0.jpg,O,0.2264
data\bead_crops\from_video_dedup\C0025_frame001375_tag1_bead1.jpg,?,0.1396
data\bead_crops\from_video_dedup\C0025_frame001100_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001100_tag2_bead4.jpg,风,0.0856
data\bead_crops\from_video_dedup\C0025_frame001175_tag0_bead3.jpg,0,0.1972
data\bead_crops\from_video_dedup\C0025_frame001175_tag1_bead0.jpg,8,0.297
data\bead_crops\from_video_dedup\C0025_frame001350_tag2_bead3.jpg,0,0.1427
data\bead_crops\from_video_dedup\C0025_frame001125_tag3_bead4.jpg,0,0.7422
data\bead_crops\from_video_dedup\C0025_frame001150_tag1_bead0.jpg,®,0.2468
data\bead_crops\from_video_dedup\C0025_frame001150_tag1_bead3.jpg,®,0.2114
data\bead_crops\from_video_dedup\C0025_frame001350_tag2_bead2.jpg,0,0.1386
data\bead_crops\from_video_dedup\C0025_frame001275_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001175_tag4_bead3.jpg,0,0.1095
data\bead_crops\from_video_dedup\C0025_frame001200_tag0_bead3.jpg,0,0.1589
data\bead_crops\from_video_dedup\C0025_frame001200_tag1_bead0.jpg,8,0.2565
data\bead_crops\from_video_dedup\C0025_frame001275_tag1_bead2.jpg,®,0.2789
data\bead_crops\from_video_dedup\C0025_frame001225_tag0_bead4.jpg,0,0.719
data\bead_crops\from_video_dedup\C0025_frame001425_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001225_tag2_bead1.jpg,6,0.3305
data\bead_crops\from_video_dedup\C0025_frame001225_tag2_bead3.jpg,O,0.1285
data\bead_crops\from_video_dedup\C0025_frame001225_tag3_bead3.jpg,®,0.2779
data\bead_crops\from_video_dedup\C0025_frame001375_tag0_bead1.jpg,?,0.3747
data\bead_crops\from_video_dedup\C0025_frame001250_tag1_bead4.jpg,A,0.5849
data\bead_crops\from_video_dedup\C0025_frame001400_tag1_bead2.jpg,6,0.1591
data\bead_crops\from_video_dedup\C0025_frame001300_tag0_bead2.jpg,0,0.5016
data\bead_crops\from_video_dedup\C0025_frame001375_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001975_tag4_bead4.jpg,0,0.8137
data\bead_crops\from_video_dedup\C0025_frame001350_tag2_bead0.jpg,O,0.319
data\bead_crops\from_video_dedup\C0025_frame001400_tag1_bead0.jpg,8,0.4114
data\bead_crops\from_video_dedup\C0025_frame001350_tag1_bead2.jpg,®,0.2364
data\bead_crops\from_video_dedup\C0025_frame001350_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001375_tag1_bead0.jpg,O,0.216
data\bead_crops\from_video_dedup\C0025_frame001375_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001500_tag1_bead3.jpg,0,0.2041
data\bead_crops\from_video_dedup\C0025_frame001400_tag2_bead0.jpg,O,0.1363
data\bead_crops\from_video_dedup\C0025_frame001400_tag2_bead1.jpg,®,0.1064
data\bead_crops\from_video_dedup\C0025_frame001425_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001425_tag2_bead3.jpg,0,0.2222
data\bead_crops\from_video_dedup\C0025_frame001425_tag0_bead2.jpg,0,0.4703
data\bead_crops\from_video_dedup\C0025_frame001450_tag2_bead1.jpg,®,0.0786
data\bead_crops\from_video_dedup\C0025_frame001550_tag1_bead1.jpg,③,0.1959
data\bead_crops\from_video_dedup\C0025_frame001525_tag1_bead2.jpg,3,0.1626
data\bead_crops\from_video_dedup\C0025_frame001525_tag1_bead4.jpg,4,0.9173
data\bead_crops\from_video_dedup\C0025_frame001650_tag0_bead2.jpg,0,0.4687
data\bead_crops\from_video_dedup\C0025_frame001500_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001550_tag2_bead1.jpg,®,0.0734
data\bead_crops\from_video_dedup\C0025_frame001550_tag0_bead3.jpg,0,0.2348
data\bead_crops\from_video_dedup\C0025_frame001675_tag1_bead0.jpg,3,0.5328
data\bead_crops\from_video_dedup\C0025_frame001575_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001650_tag0_bead1.jpg,?,0.2764
data\bead_crops\from_video_dedup\C0025_frame001575_tag2_bead0.jpg,O,0.1937
data\bead_crops\from_video_dedup\C0025_frame001550_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001550_tag3_bead0.jpg,?,0.1066
data\bead_crops\from_video_dedup\C0025_frame001550_tag3_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead1.jpg,0,0.1611
data\bead_crops\from_video_dedup\C0025_frame001550_tag3_bead3.jpg,O,0.2127
data\bead_crops\from_video_dedup\C0025_frame001675_tag1_bead1.jpg,3,0.361
data\bead_crops\from_video_dedup\C0025_frame001675_tag1_bead3.jpg,®,0.1425
data\bead_crops\from_video_dedup\C0025_frame001650_tag4_bead4.jpg,4,0.9761
data\bead_crops\from_video_dedup\C0025_frame001575_tag2_bead1.jpg,®,0.0721
data\bead_crops\from_video_dedup\C0025_frame001575_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001650_tag2_bead0.jpg,?,0.1356
data\bead_crops\from_video_dedup\C0025_frame001650_tag0_bead3.jpg,0,0.16
data\bead_crops\from_video_dedup\C0025_frame001650_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001675_tag0_bead2.jpg,0,0.4928
data\bead_crops\from_video_dedup\C0025_frame001825_tag0_bead1.jpg,③,0.3675
data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead0.jpg,?,0.2926
data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead2.jpg,O,0.1897
data\bead_crops\from_video_dedup\C0025_frame001675_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002450_tag2_bead1.jpg,-,0.1295
data\bead_crops\from_video_dedup\C0025_frame002925_tag3_bead2.jpg,0,0.2048
data\bead_crops\from_video_dedup\C0025_frame001675_tag3_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001675_tag3_bead4.jpg,4,0.1182
data\bead_crops\from_video_dedup\C0025_frame001950_tag2_bead0.jpg,9,0.2071
data\bead_crops\from_video_dedup\C0025_frame001800_tag4_bead1.jpg,?,0.085
data\bead_crops\from_video_dedup\C0025_frame001825_tag0_bead0.jpg,8,0.4368
data\bead_crops\from_video_dedup\C0025_frame001775_tag1_bead3.jpg,®,0.3143
data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead3.jpg,C,0.1857
data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001750_tag0_bead4.jpg,0,0.8542
data\bead_crops\from_video_dedup\C0025_frame002000_tag3_bead3.jpg,8,0.1169
data\bead_crops\from_video_dedup\C0025_frame001850_tag0_bead0.jpg,3,0.3872
data\bead_crops\from_video_dedup\C0025_frame001800_tag4_bead3.jpg,1,0.0485
data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead3.jpg,0,0.1814
data\bead_crops\from_video_dedup\C0025_frame001800_tag4_bead0.jpg,O,0.1748
data\bead_crops\from_video_dedup\C0025_frame001825_tag0_bead4.jpg,4,0.9821
data\bead_crops\from_video_dedup\C0025_frame001975_tag4_bead1.jpg,?,0.3174
data\bead_crops\from_video_dedup\C0025_frame001950_tag4_bead2.jpg,0,0.4221
data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead0.jpg,?,0.2137
data\bead_crops\from_video_dedup\C0025_frame001825_tag4_bead4.jpg,A,0.0464
data\bead_crops\from_video_dedup\C0025_frame001925_tag1_bead0.jpg,8,0.6177
data\bead_crops\from_video_dedup\C0025_frame001875_tag2_bead1.jpg,③,0.2801
data\bead_crops\from_video_dedup\C0025_frame002450_tag0_bead0.jpg,?,0.3431
data\bead_crops\from_video_dedup\C0025_frame001975_tag4_bead3.jpg,8,0.1253
data\bead_crops\from_video_dedup\C0025_frame001875_tag1_bead3.jpg,C,0.1154
data\bead_crops\from_video_dedup\C0025_frame001975_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001925_tag1_bead2.jpg,?,0.2046
data\bead_crops\from_video_dedup\C0025_frame001925_tag1_bead3.jpg,®,0.2244
data\bead_crops\from_video_dedup\C0025_frame001925_tag1_bead4.jpg,4,0.9874
data\bead_crops\from_video_dedup\C0025_frame001950_tag2_bead4.jpg,心,0.064
data\bead_crops\from_video_dedup\C0025_frame001925_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame001925_tag0_bead4.jpg,C,0.0894
data\bead_crops\from_video_dedup\C0025_frame002100_tag0_bead4.jpg,0,0.7673
data\bead_crops\from_video_dedup\C0025_frame002450_tag2_bead0.jpg,?,0.221
data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead1.jpg,C,0.3064
data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead2.jpg,S,0.0925
data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead4.jpg,S,0.0911
data\bead_crops\from_video_dedup\C0025_frame001950_tag2_bead2.jpg,0,0.1284
data\bead_crops\from_video_dedup\C0025_frame002025_tag0_bead0.jpg,8,0.5812
data\bead_crops\from_video_dedup\C0025_frame001975_tag0_bead4.jpg,4,0.9574
data\bead_crops\from_video_dedup\C0025_frame001975_tag2_bead1.jpg,0,0.1076
data\bead_crops\from_video_dedup\C0025_frame001975_tag2_bead2.jpg,N,0.053
data\bead_crops\from_video_dedup\C0025_frame001975_tag2_bead3.jpg,0,0.1383
data\bead_crops\from_video_dedup\C0025_frame001975_tag2_bead4.jpg,S,0.1774
data\bead_crops\from_video_dedup\C0025_frame002025_tag0_bead1.jpg,?,0.2397
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead0.jpg,?,0.1834
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead1.jpg,9,0.363
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead2.jpg,C,0.1499
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead3.jpg,0,0.0745
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead4.jpg,S,0.2079
data\bead_crops\from_video_dedup\C0025_frame002025_tag0_bead2.jpg,0,0.2121
data\bead_crops\from_video_dedup\C0025_frame002025_tag2_bead0.jpg,0,0.1765
data\bead_crops\from_video_dedup\C0025_frame002175_tag2_bead0.jpg,G,0.167
data\bead_crops\from_video_dedup\C0025_frame002025_tag2_bead2.jpg,?,0.2089
data\bead_crops\from_video_dedup\C0025_frame002050_tag0_bead3.jpg,Q,0.3999
data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead3.jpg,O,0.156
data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead0.jpg,0,0.1256
data\bead_crops\from_video_dedup\C0025_frame002275_tag4_bead4.jpg,4,0.8687
data\bead_crops\from_video_dedup\C0025_frame002100_tag0_bead3.jpg,80,0.2532
data\bead_crops\from_video_dedup\C0025_frame002175_tag1_bead1.jpg,0,0.4289
data\bead_crops\from_video_dedup\C0025_frame002125_tag1_bead1.jpg,®,0.2064
data\bead_crops\from_video_dedup\C0025_frame002200_tag3_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002125_tag3_bead4.jpg,A,0.0694
data\bead_crops\from_video_dedup\C0025_frame002425_tag2_bead1.jpg,8,0.4205
data\bead_crops\from_video_dedup\C0025_frame002225_tag1_bead0.jpg,8,0.405
data\bead_crops\from_video_dedup\C0025_frame002175_tag0_bead2.jpg,?,0.3767
data\bead_crops\from_video_dedup\C0025_frame002350_tag0_bead1.jpg,6,0.4812
data\bead_crops\from_video_dedup\C0025_frame002225_tag3_bead3.jpg,1,0.0396
data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead1.jpg,0,0.2647
data\bead_crops\from_video_dedup\C0025_frame002450_tag0_bead3.jpg,?,0.3975
data\bead_crops\from_video_dedup\C0025_frame002225_tag1_bead1.jpg,?,0.314
data\bead_crops\from_video_dedup\C0025_frame002225_tag2_bead1.jpg,0,0.6129
data\bead_crops\from_video_dedup\C0025_frame002225_tag2_bead3.jpg,0,0.1016
data\bead_crops\from_video_dedup\C0025_frame002250_tag0_bead0.jpg,8,0.2993
data\bead_crops\from_video_dedup\C0025_frame002450_tag0_bead4.jpg,0,0.6748
data\bead_crops\from_video_dedup\C0025_frame002375_tag2_bead3.jpg,0,0.1548
data\bead_crops\from_video_dedup\C0025_frame002400_tag1_bead4.jpg,0,0.2304
data\bead_crops\from_video_dedup\C0025_frame002375_tag2_bead1.jpg,?,0.1868
data\bead_crops\from_video_dedup\C0025_frame002300_tag2_bead1.jpg,?,0.0935
data\bead_crops\from_video_dedup\C0025_frame002450_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002325_tag2_bead0.jpg,心,0.1145
data\bead_crops\from_video_dedup\C0025_frame002375_tag2_bead2.jpg,O,0.2558
data\bead_crops\from_video_dedup\C0025_frame002350_tag0_bead4.jpg,4,0.3118
data\bead_crops\from_video_dedup\C0025_frame002500_tag1_bead0.jpg,?,0.2385
data\bead_crops\from_video_dedup\C0025_frame002375_tag3_bead0.jpg,?,0.2533
data\bead_crops\from_video_dedup\C0025_frame002375_tag3_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002450_tag0_bead1.jpg,0,0.7736
data\bead_crops\from_video_dedup\C0025_frame002450_tag0_bead2.jpg,0,0.2301
data\bead_crops\from_video_dedup\C0025_frame002400_tag1_bead3.jpg,0,0.1426
data\bead_crops\from_video_dedup\C0025_frame002425_tag0_bead1.jpg,?,0.2465
data\bead_crops\from_video_dedup\C0025_frame002525_tag0_bead0.jpg,O,0.3124
data\bead_crops\from_video_dedup\C0025_frame002475_tag0_bead4.jpg,e,0.219
data\bead_crops\from_video_dedup\C0025_frame002425_tag2_bead3.jpg,®,0.2441
data\bead_crops\from_video_dedup\C0025_frame002550_tag3_bead0.jpg,?,0.1871
data\bead_crops\from_video_dedup\C0025_frame002425_tag4_bead0.jpg,。,0.1457
data\bead_crops\from_video_dedup\C0025_frame002475_tag1_bead0.jpg,6,0.4293
data\bead_crops\from_video_dedup\C0025_frame002500_tag0_bead1.jpg,G,0.1145
data\bead_crops\from_video_dedup\C0025_frame002500_tag0_bead0.jpg,?,0.2129
data\bead_crops\from_video_dedup\C0025_frame002500_tag0_bead3.jpg,0,0.1072
data\bead_crops\from_video_dedup\C0025_frame002575_tag1_bead3.jpg,?,0.2765
data\bead_crops\from_video_dedup\C0025_frame002500_tag1_bead2.jpg,0,0.1356
data\bead_crops\from_video_dedup\C0025_frame002525_tag3_bead1.jpg,?,0.1227
data\bead_crops\from_video_dedup\C0025_frame002600_tag2_bead4.jpg,4,0.0689
data\bead_crops\from_video_dedup\C0025_frame002500_tag0_bead4.jpg,e,0.1991
data\bead_crops\from_video_dedup\C0025_frame002500_tag1_bead1.jpg,0,0.7848
data\bead_crops\from_video_dedup\C0025_frame002525_tag3_bead0.jpg,?,0.1704
data\bead_crops\from_video_dedup\C0025_frame002525_tag3_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002500_tag3_bead3.jpg,?,0.1914
data\bead_crops\from_video_dedup\C0025_frame002525_tag0_bead4.jpg,O,0.2097
data\bead_crops\from_video_dedup\C0025_frame002525_tag2_bead4.jpg,A,0.1058
data\bead_crops\from_video_dedup\C0025_frame002525_tag3_bead4.jpg,4,0.0991
data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead1.jpg,®,0.1896
data\bead_crops\from_video_dedup\C0025_frame002550_tag0_bead1.jpg,0,0.2981
data\bead_crops\from_video_dedup\C0025_frame002575_tag1_bead0.jpg,?,0.3355
data\bead_crops\from_video_dedup\C0025_frame002550_tag1_bead2.jpg,®0,0.1565
data\bead_crops\from_video_dedup\C0025_frame002550_tag2_bead0.jpg,0,0.2285
data\bead_crops\from_video_dedup\C0025_frame002550_tag2_bead1.jpg,3,0.2725
data\bead_crops\from_video_dedup\C0025_frame002550_tag2_bead3.jpg,®,0.1656
data\bead_crops\from_video_dedup\C0025_frame002550_tag2_bead4.jpg,4,0.1211
data\bead_crops\from_video_dedup\C0025_frame002825_tag2_bead1.jpg,O,0.256
data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead2.jpg,®,0.206
data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead3.jpg,e,0.3629
data\bead_crops\from_video_dedup\C0025_frame002800_tag0_bead4.jpg,O,0.2023
data\bead_crops\from_video_dedup\C0025_frame002575_tag1_bead1.jpg,0,0.6951
data\bead_crops\from_video_dedup\C0025_frame002575_tag1_bead2.jpg,0,0.297
data\bead_crops\from_video_dedup\C0025_frame002575_tag1_bead4.jpg,0,0.6333
data\bead_crops\from_video_dedup\C0025_frame002575_tag2_bead0.jpg,0,0.2731
data\bead_crops\from_video_dedup\C0025_frame002600_tag2_bead0.jpg,O,0.2015
data\bead_crops\from_video_dedup\C0025_frame002600_tag1_bead0.jpg,®,0.4715
data\bead_crops\from_video_dedup\C0025_frame002600_tag1_bead3.jpg,9,0.1784
data\bead_crops\from_video_dedup\C0025_frame002600_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002600_tag4_bead0.jpg,®,0.1623
data\bead_crops\from_video_dedup\C0025_frame002600_tag4_bead1.jpg,?,0.3019
data\bead_crops\from_video_dedup\C0025_frame002600_tag4_bead2.jpg,0,0.5242
data\bead_crops\from_video_dedup\C0025_frame002625_tag2_bead3.jpg,?,0.3721
data\bead_crops\from_video_dedup\C0025_frame002600_tag4_bead4.jpg,0,0.374
data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead1.jpg,0,0.3157
data\bead_crops\from_video_dedup\C0025_frame002625_tag2_bead0.jpg,®,0.2434
data\bead_crops\from_video_dedup\C0025_frame002625_tag2_bead1.jpg,®,0.1523
data\bead_crops\from_video_dedup\C0025_frame002625_tag2_bead2.jpg,0,0.3576
data\bead_crops\from_video_dedup\C0025_frame002625_tag2_bead4.jpg,O,0.3905
data\bead_crops\from_video_dedup\C0025_frame002700_tag1_bead3.jpg,e,0.5171
data\bead_crops\from_video_dedup\C0025_frame002650_tag1_bead0.jpg,0,0.1941
data\bead_crops\from_video_dedup\C0025_frame002700_tag3_bead3.jpg,?,0.1974
data\bead_crops\from_video_dedup\C0025_frame002675_tag1_bead3.jpg,®,0.2298
data\bead_crops\from_video_dedup\C0025_frame002700_tag3_bead0.jpg,®,0.2583
data\bead_crops\from_video_dedup\C0025_frame002775_tag1_bead0.jpg,®,0.254
data\bead_crops\from_video_dedup\C0025_frame002775_tag1_bead4.jpg,O,0.6119
data\bead_crops\from_video_dedup\C0025_frame002775_tag2_bead0.jpg,?,0.172
data\bead_crops\from_video_dedup\C0025_frame002875_tag1_bead1.jpg,O,0.189
data\bead_crops\from_video_dedup\C0025_frame002875_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0025_frame002700_tag0_bead0.jpg,8,0.1772
data\bead_crops\from_video_dedup\C0025_frame002700_tag0_bead1.jpg,®,0.2736
data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead0.jpg,0,0.2863
data\bead_crops\from_video_dedup\C0025_frame002775_tag1_bead1.jpg,0,0.4142
data\bead_crops\from_video_dedup\C0025_frame002850_tag3_bead1.jpg,®,0.2388
data\bead_crops\from_video_dedup\C0025_frame002825_tag2_bead2.jpg,,0.0
